CustomerID,Recency,Frequency,Monetary,AvgOrderValue,OrderValueStd,MinOrderValue,MaxOrderValue,TotalQuantity,FirstPurchase,LastPurchase,CustomerLifetime,R_Score,F_Score,M_Score,RFM_Score,RFM_Value,Segment,Churned,Churn_Probability,Churn_Risk
13647,10,4,1357.52,18.596164383561643,5.026940374438341,10.5,34.8,691,2011-04-19 09:49:00,2011-11-30 12:00:00,225,5,4,4,544,4.333333333333333,Champions,0,0.0,
13649,257,2,333.85,15.175,16.93764298832633,1.65,83.4,138,2010-12-08 14:46:00,2011-03-28 11:51:00,109,1,2,2,122,1.6666666666666667,Hibernating,1,0.9989095026290148,High
13650,17,6,1722.59,18.52247311827957,9.177924205954627,6.64,70.80000000000001,913,2011-03-17 12:37:00,2011-11-23 12:22:00,250,4,5,5,455,4.666666666666667,Champions,0,0.0,
13651,40,1,79.2,15.84,1.6622274212634078,13.5,17.4,32,2011-10-31 12:11:00,2011-10-31 12:11:00,0,3,1,1,311,1.6666666666666667,Promising,0,0.0,
13652,46,3,1067.24,17.49573770491803,4.394138314852487,9.899999999999999,27.04,482,2010-12-06 09:21:00,2011-10-25 08:51:00,322,3,3,4,334,3.3333333333333335,Need Attention,0,0.0,
13654,43,6,2409.45,15.748039215686273,7.5003667505788565,2.88,53.1,1676,2011-03-11 12:54:00,2011-10-27 16:24:00,230,3,5,5,355,4.333333333333333,Loyal Customers,0,0.0,
13655,114,2,914.25,16.62272727272727,6.600845471813512,3.61,39.8,557,2011-04-12 09:53:00,2011-08-17 14:25:00,127,2,2,4,224,2.6666666666666665,About to Sleep,1,0.9907112957408104,High
13656,165,2,360.93,7.67936170212766,6.833372203434795,1.25,35.400000000000006,362,2011-01-06 15:42:00,2011-06-28 10:31:00,172,2,2,2,222,2.0,About to Sleep,1,0.9890620944362593,High
13657,11,2,327.3,23.37857142857143,18.29128327800004,6.3,67.5,160,2011-05-22 12:35:00,2011-11-29 12:32:00,190,5,2,2,522,3.0,Potential Loyalists,0,0.0,
13658,10,5,2095.95,20.7519801980198,8.03762726428664,9.9,49.5,941,2011-05-19 17:15:00,2011-11-30 10:13:00,194,5,4,5,545,4.666666666666667,Champions,0,0.004290865384615383,Low
13659,206,2,1432.1,14.321,11.026466369878454,0.95,67.2,879,2011-01-23 12:08:00,2011-05-18 12:37:00,115,1,2,4,124,2.3333333333333335,Hibernating,1,0.9987513433237318,High
13662,86,3,787.96,16.080816326530613,6.641407932037295,7.800000000000001,34.8,527,2011-03-25 13:23:00,2011-09-15 12:04:00,173,2,3,4,234,3.0,About to Sleep,0,0.03672100654301286,Low
13663,179,1,189.47,14.574615384615385,4.133603382410668,5.04,19.799999999999997,91,2011-06-13 15:44:00,2011-06-13 15:44:00,0,2,1,1,211,1.3333333333333333,Lost,1,0.9914332839111879,High
13666,60,3,84.65,7.054166666666667,5.902674984250527,1.65,20.4,41,2011-02-25 13:05:00,2011-10-10 15:39:00,227,3,3,1,331,2.3333333333333335,Lost,0,0.003757894736842105,Low
13667,149,1,299.05,3.603012048192771,3.2458783376429716,0.19,15.8,149,2011-07-13 15:42:00,2011-07-13 15:42:00,0,2,1,2,212,1.6666666666666667,Lost,1,0.9866744728082513,High
13668,3,21,4751.75,10.726297968397292,7.8443396211541865,0.85,50.0,2444,2010-12-12 12:35:00,2011-12-07 12:11:00,359,5,5,5,555,5.0,Champions,0,0.0,
13669,51,2,160.2,26.7,7.214984407467558,17.700000000000003,34.8,108,2011-07-13 11:44:00,2011-10-20 09:32:00,98,3,2,1,321,2.0,Promising,0,0.0027881911902530453,Low
13670,75,1,349.7,13.988,7.292715543609252,5.04,30.0,282,2011-09-25 15:25:00,2011-09-25 15:25:00,0,2,1,2,212,1.6666666666666667,Lost,0,0.045398800664044135,Low
13672,301,2,186.39000000000001,31.065,14.239376039700616,14.850000000000001,54.0,57,2011-01-11 13:54:00,2011-02-11 13:53:00,30,1,2,1,121,1.3333333333333333,Lost,1,0.99696927509264,High
13673,19,2,357.49,6.059152542372882,7.581135909824211,0.95,49.5,113,2011-11-07 15:40:00,2011-11-21 12:11:00,13,4,2,2,422,2.6666666666666665,Potential Loyalists,0,0.003946428571428572,Low
13675,151,2,486.82000000000005,19.472800000000003,7.931443500397643,6.6000000000000005,35.400000000000006,330,2011-02-28 12:14:00,2011-07-11 12:57:00,133,2,2,3,223,2.3333333333333335,About to Sleep,1,0.9842065333505049,High
13678,152,1,107.48,13.435,3.4476617334900235,6.84,15.8,212,2011-07-11 10:14:00,2011-07-11 10:14:00,0,2,1,1,211,1.3333333333333333,Lost,1,0.9920552551238951,High
13680,1,4,2582.74,13.737978723404254,17.383832342398946,0.79,102.0,1492,2011-01-04 14:12:00,2011-12-08 13:47:00,337,5,4,5,545,4.666666666666667,Champions,0,0.0,
13681,18,4,827.83,14.523333333333333,8.479049882195639,2.8499999999999996,41.25,360,2011-07-07 15:21:00,2011-11-22 11:13:00,137,4,4,4,444,4.0,Champions,0,0.0,
13682,187,1,34.0,17.0,0.0,17.0,17.0,8,2011-06-05 14:06:00,2011-06-05 14:06:00,0,1,1,1,111,1.0,Lost,1,0.9996672648038963,High
13684,286,1,65.13,2.245862068965517,1.5261284285064498,0.85,7.5,38,2011-02-27 10:13:00,2011-02-27 10:13:00,0,1,1,1,111,1.0,Lost,1,0.9980099614331098,High
13685,3,4,20.92,0.7471428571428572,0.4962291670623425,0.39,1.95,28,2011-10-17 10:17:00,2011-12-06 13:45:00,50,5,4,1,541,3.3333333333333335,Lost,0,0.014708209693372897,Low
13686,183,1,72.0,9.0,0.9258200997725516,8.5,10.5,70,2011-06-10 09:10:00,2011-06-10 09:10:00,0,1,1,1,111,1.0,Lost,1,0.9990625464698902,High
13689,63,1,15.0,15.0,,15.0,15.0,12,2011-10-07 13:21:00,2011-10-07 13:21:00,0,3,1,1,311,1.6666666666666667,Promising,0,0.005,Low
13690,59,1,97.5,13.928571428571429,3.7931799701193047,7.800000000000001,17.85,62,2011-10-11 15:03:00,2011-10-11 15:03:00,0,3,1,1,311,1.6666666666666667,Promising,0,0.0,
13692,25,2,1287.5900000000001,27.39553191489362,32.53025453384899,6.959999999999999,118.80000000000001,1079,2011-04-17 12:57:00,2011-11-15 11:17:00,211,4,2,4,424,3.3333333333333335,Potential Loyalists,0,0.0,
13694,4,30,7810.66,66.75777777777778,56.528954742941266,2.32,350.4,2994,2010-12-01 12:12:00,2011-12-06 09:31:00,369,5,5,5,555,5.0,Champions,0,0.0,
13695,31,13,1837.89,23.264430379746837,11.723898750627399,9.959999999999999,59.400000000000006,1071,2011-03-25 11:31:00,2011-11-08 14:26:00,228,4,5,5,455,4.666666666666667,Champions,0,0.0,
13697,39,1,151.29999999999998,12.608333333333333,3.9591868617256,6.959999999999999,19.799999999999997,177,2011-11-01 09:14:00,2011-11-01 09:14:00,0,3,1,1,311,1.6666666666666667,Promising,0,0.0,
13699,155,1,308.58000000000004,22.041428571428575,8.181575790615303,9.48,31.8,66,2011-07-07 16:51:00,2011-07-07 16:51:00,0,2,1,2,212,1.6666666666666667,Lost,1,0.984068186869827,High
13700,26,10,1964.67,10.506256684491978,12.008441873733418,0.29,99.60000000000001,1813,2011-01-16 13:18:00,2011-11-13 13:00:00,300,4,5,5,455,4.666666666666667,Champions,0,0.0,
13703,318,1,99.5,99.5,,99.5,99.5,10,2011-01-25 13:10:00,2011-01-25 13:10:00,0,1,1,1,111,1.0,Lost,1,0.9991158629347376,High
13704,5,9,2213.68,17.028307692307692,7.731694072965178,2.88,51.0,1453,2011-09-12 14:40:00,2011-12-04 15:13:00,83,5,5,5,555,5.0,Champions,0,0.0,
13705,8,3,546.86,20.254074074074076,11.978730913665034,7.800000000000001,59.400000000000006,362,2010-12-01 10:29:00,2011-12-02 12:32:00,366,5,3,3,533,3.6666666666666665,Potential Loyalists,0,0.0,
13706,303,1,290.89,15.309999999999999,6.9780505077628145,7.800000000000001,30.599999999999998,187,2011-02-10 09:21:00,2011-02-10 09:21:00,0,1,1,2,112,1.3333333333333333,Lost,1,0.9997217380605739,High
13707,267,2,640.11,14.547954545454546,4.035605818643247,6.959999999999999,25.5,297,2011-01-28 13:27:00,2011-03-17 18:03:00,48,1,2,3,123,2.0,Hibernating,1,0.9910608508359302,High
13708,271,1,271.41,5.654375000000001,3.6285996984066173,1.45,17.700000000000003,253,2011-03-13 13:46:00,2011-03-13 13:46:00,0,1,1,2,112,1.3333333333333333,Lost,1,0.9997217380605739,High
13709,4,13,5516.9,17.02746913580247,8.313612606178369,5.04,82.80000000000001,3020,2011-01-28 14:57:00,2011-12-06 10:28:00,311,5,5,5,555,5.0,Champions,0,0.0,
13710,32,1,161.76,23.108571428571427,20.202438325254562,4.5600000000000005,67.2,128,2011-11-08 08:16:00,2011-11-08 08:16:00,0,4,1,1,411,2.0,New Customers,0,0.0,
13711,219,2,252.06,19.38923076923077,7.015769691129716,10.5,31.6,140,2011-05-05 10:29:00,2011-05-05 10:31:00,0,1,2,2,122,1.6666666666666667,Hibernating,1,0.9988491971937095,High
13712,247,1,88.2,14.700000000000001,2.444585854495604,10.2,17.700000000000003,60,2011-04-07 12:33:00,2011-04-07 12:33:00,0,1,1,1,111,1.0,Lost,1,0.99912200892337,High
13715,281,5,1077.39,10.359519230769232,6.995651267739178,1.1,35.400000000000006,562,2010-12-02 08:52:00,2011-03-03 19:21:00,91,1,4,4,144,3.0,Loyal Customers,1,0.9984796327974159,High
13716,269,1,138.28,6.584761904761905,5.088206578989909,2.34,20.4,138,2011-03-15 13:49:00,2011-03-15 13:49:00,0,1,1,1,111,1.0,Lost,1,1.0,High
13717,32,6,1150.04,13.529882352941176,6.573052399238672,1.9500000000000002,34.68,1192,2011-02-14 13:21:00,2011-11-07 14:13:00,266,4,5,4,454,4.333333333333333,Champions,0,0.0,
13718,246,2,258.3,28.700000000000003,31.76062814240298,12.7,111.60000000000001,70,2011-02-17 11:58:00,2011-04-07 13:24:00,49,1,2,2,122,1.6666666666666667,Hibernating,1,0.9999027686222809,High
13719,15,5,943.41,16.846607142857142,6.534309806158348,5.04,52.199999999999996,487,2011-04-19 13:56:00,2011-11-24 15:26:00,219,4,4,4,444,4.0,Champions,0,0.005,Low
13720,117,4,705.7,17.212195121951222,4.499621935338079,10.2,30.0,356,2011-03-30 09:17:00,2011-08-15 12:46:00,138,2,4,3,243,3.0,Loyal Customers,1,0.9875769170729052,High
13721,36,1,524.14,18.719285714285714,7.374808436217139,6.959999999999999,39.599999999999994,316,2011-11-03 14:05:00,2011-11-03 14:05:00,0,3,1,3,313,2.3333333333333335,Lost,0,0.0,
13722,132,3,2276.6800000000003,27.429879518072294,18.781116456461277,6.8,85.0,1110,2011-03-02 11:43:00,2011-07-31 12:44:00,151,2,3,5,235,3.3333333333333335,About to Sleep,1,0.9392554004800471,High
13723,217,1,199.85000000000002,33.30833333333334,12.370425080273783,19.75,49.75,43,2011-05-06 17:04:00,2011-05-06 17:04:00,0,1,1,1,111,1.0,Lost,1,0.9999081712062257,High
13725,50,8,1542.1200000000001,16.581935483870968,13.405209099293918,4.5600000000000005,136.0,682,2011-02-04 12:18:00,2011-10-21 10:03:00,258,3,5,4,354,4.0,Loyal Customers,0,0.0,
13726,39,2,478.61999999999995,13.67485714285714,8.386493823730044,4.68,49.5,570,2011-08-31 11:06:00,2011-11-01 10:49:00,61,3,2,3,323,2.6666666666666665,Need Attention,0,0.004006734006734006,Low
13727,29,2,333.48,16.674,8.885206155236503,8.5,47.7,162,2011-11-06 12:16:00,2011-11-11 09:46:00,4,4,2,2,422,2.6666666666666665,Potential Loyalists,0,0.006580088823558972,Low
13728,37,6,965.14,15.821967213114753,2.6951127494486085,10.2,25.200000000000003,454,2011-02-02 12:09:00,2011-11-03 10:49:00,273,3,5,4,354,4.0,Loyal Customers,0,0.0,
13730,136,2,714.35,17.008333333333333,8.141910819249857,5.04,39.6,485,2011-07-01 12:47:00,2011-07-27 08:35:00,25,2,2,3,223,2.3333333333333335,About to Sleep,1,0.9872247519712591,High
13731,219,2,552.99,16.264411764705883,3.6692003845082626,10.2,23.4,274,2011-04-07 10:10:00,2011-05-04 14:33:00,27,1,2,3,123,2.0,Hibernating,1,0.9959565921436563,High
13732,28,1,491.86,14.904848484848486,5.4922508598547966,5.04,30.0,498,2011-11-11 15:49:00,2011-11-11 15:49:00,0,4,1,3,413,2.6666666666666665,New Customers,0,0.0,
13735,25,4,2475.44,13.752444444444444,11.69240509938266,0.83,71.4,1097,2011-04-19 13:49:00,2011-11-15 11:14:00,209,4,4,5,445,4.333333333333333,Champions,0,0.0,
13736,5,2,634.3,3.447282608695652,3.4047981583246396,0.29,19.9,490,2011-03-24 13:04:00,2011-12-04 15:19:00,255,5,2,3,523,3.3333333333333335,Potential Loyalists,0,0.005,Low
13737,200,1,301.34999999999997,10.391379310344826,14.381263039141771,1.25,73.94999999999999,122,2011-05-23 16:32:00,2011-05-23 16:32:00,0,1,1,2,112,1.3333333333333333,Lost,1,1.0,High
13739,18,1,216.9,72.3,26.831138626603234,41.7,91.8,54,2011-11-21 13:35:00,2011-11-21 13:35:00,0,4,1,2,412,2.3333333333333335,New Customers,0,0.004448598130841122,Low
13740,241,1,294.59000000000003,14.729500000000002,7.473099459147844,5.04,31.8,281,2011-04-13 10:32:00,2011-04-13 10:32:00,0,1,1,2,112,1.3333333333333333,Lost,1,0.9997217380605739,High
13741,72,3,592.9300000000001,19.12677419354839,7.295385019356083,10.5,47.7,212,2011-05-06 13:43:00,2011-09-29 09:19:00,145,2,3,3,233,2.6666666666666665,About to Sleep,0,0.06126299218983942,Low
13742,17,12,2749.8,9.22751677852349,9.144083359173601,0.42,47.7,1044,2011-01-23 14:59:00,2011-11-23 11:07:00,303,4,5,5,455,4.666666666666667,Champions,0,0.0,
13743,3,7,875.4,29.18,9.32380712532948,10.2,39.599999999999994,660,2011-03-25 14:46:00,2011-12-07 10:09:00,256,5,5,4,554,4.666666666666667,Champions,0,0.0,
13744,95,2,975.76,16.53830508474576,10.733086478436405,0.75,39.599999999999994,859,2011-02-20 14:08:00,2011-09-05 15:19:00,197,2,2,4,224,2.6666666666666665,About to Sleep,1,0.9250869645663355,High
13745,162,1,300.04,12.001600000000002,5.642762089615332,4.5600000000000005,28.44,496,2011-06-30 16:43:00,2011-06-30 16:43:00,0,2,1,2,212,1.6666666666666667,Lost,1,0.9827013021819883,High
13747,374,1,79.6,79.6,,79.6,79.6,8,2010-12-01 10:37:00,2010-12-01 10:37:00,0,1,1,1,111,1.0,Lost,1,0.9996672648038963,High
13748,96,4,650.6,28.286956521739132,29.81087209159873,9.36,102.0,352,2011-04-07 10:13:00,2011-09-05 09:45:00,150,2,4,3,243,3.0,Loyal Customers,1,0.959562463811798,High
13750,54,3,387.98,20.42,15.50702958875963,12.75,81.36,108,2011-02-16 09:08:00,2011-10-17 12:16:00,243,3,3,2,332,2.6666666666666665,Need Attention,0,0.0,
13751,288,1,131.25,16.40625,15.965910951148388,2.5,47.7,52,2011-02-24 15:56:00,2011-02-24 15:56:00,0,1,1,1,111,1.0,Lost,1,0.9999081712062257,High
13752,124,6,903.08,13.280588235294118,9.835279003752287,1.25,47.2,687,2011-04-07 12:04:00,2011-08-07 14:16:00,122,2,5,4,254,3.6666666666666665,Loyal Customers,1,0.975507571352646,High
13753,288,1,741.26,21.178857142857144,13.719620937017982,10.2,67.5,512,2011-02-25 12:48:00,2011-02-25 12:48:00,0,1,1,3,113,1.6666666666666667,Lost,1,0.9988942485795078,High
13754,152,2,256.2,23.29090909090909,13.567347164825888,10.2,52.199999999999996,166,2011-01-26 14:58:00,2011-07-11 11:51:00,165,2,2,2,222,2.0,About to Sleep,1,0.9900471288148145,High
13755,4,9,1946.3500000000001,6.2183706070287545,7.242539147157417,0.19,59.400000000000006,1092,2011-10-07 15:45:00,2011-12-06 12:26:00,59,5,5,5,555,5.0,Champions,0,0.004548929663608562,Low
13756,2,13,3472.44,28.46262295081967,16.467761182156085,4.68,75.60000000000001,1754,2010-12-14 15:18:00,2011-12-07 16:44:00,358,5,5,5,555,5.0,Champions,0,0.0,
13758,12,7,2631.49,25.548446601941745,20.617471638854838,0.42,102.0,1138,2010-12-01 12:08:00,2011-11-28 11:11:00,361,5,5,5,555,5.0,Champions,0,0.0,
13759,33,2,475.99,20.695217391304347,17.315687545629416,13.0,99.0,237,2011-09-29 15:40:00,2011-11-06 14:47:00,37,4,2,3,423,3.0,Potential Loyalists,0,0.006580088823558972,Low
13760,54,2,286.79,5.03140350877193,4.071124554449865,0.42,20.650000000000002,197,2011-03-28 12:52:00,2011-10-16 16:13:00,202,3,2,2,322,2.3333333333333335,Promising,0,0.0,
13761,50,2,1070.65,15.295000000000002,4.903987360198383,5.04,30.0,642,2011-06-13 08:43:00,2011-10-20 14:01:00,129,3,3,4,334,3.3333333333333335,Need Attention,0,0.0,
13762,219,1,133.2,26.639999999999997,7.513188404399292,13.2,30.0,104,2011-05-05 09:15:00,2011-05-05 09:15:00,0,1,1,1,111,1.0,Lost,1,0.9997560639470783,High
13763,63,1,432.40000000000003,86.48,26.055939821852526,50.0,118.80000000000001,152,2011-10-07 15:13:00,2011-10-07 15:13:00,0,3,1,3,313,2.3333333333333335,Lost,0,0.0011503141614306429,Low
13764,71,3,1493.92,7.287414634146342,4.273375009216092,0.55,25.0,924,2011-01-06 14:53:00,2011-09-30 12:03:00,266,3,3,4,334,3.3333333333333335,Need Attention,0,0.01,Low
13767,2,37,10034.66,31.65507886435331,22.767901686909433,10.08,178.20000000000002,3972,2010-12-01 10:47:00,2011-12-07 15:00:00,371,5,5,5,555,5.0,Champions,0,0.0,
13769,2,10,2234.87,18.169674796747966,9.337681017180973,1.9500000000000002,78.96000000000001,963,2010-12-07 13:28:00,2011-12-07 15:08:00,365,5,5,5,555,5.0,Champions,0,0.0,
13771,64,4,2465.2200000000003,21.436695652173917,14.92842700505168,6.64,102.0,1308,2011-04-06 15:47:00,2011-10-06 14:18:00,182,3,4,5,345,4.0,Loyal Customers,0,0.0,
13772,34,3,1105.68,6.428372093023256,8.237947760172652,0.39,74.25,539,2011-04-14 12:31:00,2011-11-06 11:43:00,205,3,3,4,334,3.3333333333333335,Need Attention,0,0.0,
13774,82,1,330.05,15.716666666666667,3.340184625635735,10.2,24.900000000000002,191,2011-09-19 12:06:00,2011-09-19 12:06:00,0,2,1,2,212,1.6666666666666667,Lost,0,0.04899700227555691,Low
13777,1,23,4753.0,43.20909090909091,31.667622354512027,1.44,153.0,2185,2010-12-01 16:11:00,2011-12-09 12:23:00,372,5,5,5,555,5.0,Champions,0,0.0,
13778,103,1,178.7,19.855555555555554,8.121708735098654,8.25,30.0,70,2011-08-28 15:25:00,2011-08-28 15:25:00,0,2,1,1,211,1.3333333333333333,Lost,1,0.990347652191234,High
13780,7,2,257.26,4.6774545454545455,2.762576104654266,1.25,12.450000000000001,161,2011-06-22 11:43:00,2011-12-02 13:49:00,163,5,3,2,532,3.3333333333333335,Potential Loyalists,0,0.0,
13781,251,1,102.34,6.39625,3.7305743525628867,3.38,15.9,28,2011-04-03 12:08:00,2011-04-03 12:08:00,0,1,1,1,111,1.0,Lost,1,0.999613948339049,High
13782,13,6,881.41,7.94063063063063,5.454961091316828,1.25,24.96,367,2011-01-16 11:08:00,2011-11-27 11:54:00,315,5,5,4,554,4.666666666666667,Champions,0,0.002010135135135135,Low
13784,10,7,1023.7800000000001,73.12714285714286,66.6735401822909,17.700000000000003,196.20000000000002,374,2011-01-11 14:38:00,2011-11-30 09:33:00,322,5,5,4,554,4.666666666666667,Champions,0,0.0,
13786,367,1,230.39999999999998,32.91428571428571,23.424163348376577,11.399999999999999,81.6,136,2010-12-07 13:53:00,2010-12-07 13:53:00,0,1,1,2,112,1.3333333333333333,Lost,1,1.0,High
13787,76,2,257.3,9.189285714285715,6.963971264098938,1.65,24.96,190,2010-12-10 14:45:00,2011-09-25 12:06:00,288,2,3,2,232,2.3333333333333335,About to Sleep,0,0.019006734006734007,Low
13790,4,1,292.64,6.967619047619047,5.142389977491395,3.4799999999999995,17.700000000000003,604,2011-12-05 15:48:00,2011-12-05 15:48:00,0,5,1,2,512,2.6666666666666665,New Customers,0,0.002510548523206751,Low
13792,66,2,183.05,15.254166666666668,4.351878295284658,10.2,23.4,91,2011-02-25 14:03:00,2011-10-04 14:31:00,221,3,3,1,331,2.3333333333333335,Lost,0,0.0,
13798,1,35,4912.389999999999,52.25946808510638,42.4173161882886,0.39,202.5,1541,2010-12-10 15:31:00,2011-12-08 15:51:00,363,5,5,5,555,5.0,Champions,0,0.0,
13799,117,2,688.86,17.663076923076922,8.729158081379703,10.2,50.400000000000006,402,2011-02-18 14:18:00,2011-08-15 12:07:00,177,2,3,3,233,2.6666666666666665,About to Sleep,1,0.9814775866844573,High
13800,310,1,526.42,16.450625,9.475055174747858,5.04,46.8,329,2011-02-03 12:27:00,2011-02-03 12:27:00,0,1,1,3,113,1.6666666666666667,Lost,1,0.9997217380605739,High
13801,67,1,309.85,14.08409090909091,3.9309330760628383,6.6000000000000005,20.4,167,2011-10-04 10:15:00,2011-10-04 10:15:00,0,3,1,2,312,2.0,Promising,0,0.0,
13802,139,3,1791.42,43.69317073170732,39.094989604745024,4.68,175.2,694,2011-02-01 12:03:00,2011-07-24 10:54:00,172,2,3,5,235,3.3333333333333335,About to Sleep,1,0.9533667112487751,High
13803,255,1,277.07,16.298235294117646,3.4787825372070142,10.2,23.4,121,2011-03-29 12:57:00,2011-03-29 12:57:00,0,1,1,2,112,1.3333333333333333,Lost,1,0.9997519966372426,High
13804,31,7,2464.93,18.961,8.582504544919617,6.64,69.36,1312,2011-02-23 09:09:00,2011-11-09 12:32:00,259,4,5,5,455,4.666666666666667,Champions,0,0.0,
13806,64,1,218.13000000000002,24.236666666666668,16.953719355940752,12.48,65.4,53,2011-10-07 11:43:00,2011-10-07 11:43:00,0,3,1,2,312,2.0,Promising,0,0.0,
13807,367,1,112.6,16.085714285714285,2.798468969173781,12.7,19.799999999999997,36,2010-12-07 15:48:00,2010-12-07 15:48:00,0,1,1,1,111,1.0,Lost,1,0.9991753253882172,High
13808,6,5,1562.26,21.698055555555555,16.859030817622525,4.5600000000000005,106.2,770,2011-09-04 12:07:00,2011-12-04 12:18:00,91,5,4,4,544,4.333333333333333,Champions,0,0.0,
13809,305,1,104.05,10.405,5.493503739266347,4.25,23.6,25,2011-02-07 13:15:00,2011-02-07 13:15:00,0,1,1,1,111,1.0,Lost,1,0.9996672648038963,High
13810,29,2,725.8100000000001,23.413225806451614,15.080517760142671,5.04,71.4,301,2011-10-14 12:57:00,2011-11-11 08:33:00,27,4,3,3,433,3.3333333333333335,Potential Loyalists,0,0.007573354816824966,Low
13811,184,2,519.75,51.975,15.087453396779726,41.25,82.5,63,2011-04-14 18:40:00,2011-06-09 09:54:00,55,1,3,3,133,2.3333333333333335,At Risk,1,0.998756395565286,High
13812,42,3,485.0,14.696969696969697,5.0735512001263015,6.64,26.4,330,2011-08-26 12:54:00,2011-10-28 14:27:00,63,3,3,3,333,3.0,Need Attention,0,0.0025733548168249665,Low
13813,40,4,1168.8600000000001,17.98246153846154,7.896170755255604,5.04,51.0,541,2011-07-28 10:33:00,2011-10-31 10:38:00,95,3,4,4,344,3.6666666666666665,Loyal Customers,0,0.0,
13814,92,2,1391.02,26.24566037735849,19.99457594809094,12.600000000000001,90.0,762,2011-07-25 13:54:00,2011-09-08 13:48:00,44,2,3,4,234,3.0,About to Sleep,1,0.9499939764410406,High
13815,22,4,3345.96,20.156385542168675,11.202703686468727,5.04,83.2,2056,2011-01-25 12:16:00,2011-11-17 14:19:00,296,4,4,5,445,4.333333333333333,Champions,0,0.0,
13816,24,2,459.72,18.3888,8.513007850734466,9.959999999999999,53.1,264,2011-10-06 14:37:00,2011-11-16 08:38:00,40,4,3,3,433,3.3333333333333335,Potential Loyalists,0,0.0025733548168249665,Low
13817,29,2,328.98,14.953636363636365,3.643438388396775,9.959999999999999,20.8,208,2010-12-23 11:46:00,2011-11-10 17:49:00,322,4,3,2,432,3.0,Potential Loyalists,0,0.0,
13819,302,3,799.75,27.57758620689655,12.802340649598978,13.200000000000001,66.0,517,2011-01-24 10:38:00,2011-02-11 10:38:00,18,1,3,4,134,2.6666666666666665,At Risk,1,0.9983024836690039,High
13821,145,2,347.39,6.094561403508772,3.9134092143804744,1.68,25.5,150,2011-03-23 11:30:00,2011-07-18 09:49:00,116,2,3,2,232,2.3333333333333335,About to Sleep,1,0.9908082035816572,High
13822,6,2,474.7,5.159782608695652,4.631451479759294,0.65,30.599999999999998,450,2011-10-30 15:55:00,2011-12-04 12:13:00,34,5,3,3,533,3.6666666666666665,Potential Loyalists,0,0.0,
13823,19,2,957.66,23.941499999999998,20.13848943358629,10.5,91.8,439,2011-09-09 10:42:00,2011-11-21 10:22:00,72,4,3,4,434,3.6666666666666665,Potential Loyalists,0,0.0,
13824,33,5,1350.56,31.408372093023253,22.758664276880882,9.0,130.8,550,2011-02-02 13:07:00,2011-11-07 12:41:00,277,4,4,4,444,4.0,Champions,0,0.0,
13826,176,1,164.0,18.22222222222222,5.308902376616512,13.200000000000001,29.700000000000003,80,2011-06-16 13:48:00,2011-06-16 13:48:00,0,2,1,1,211,1.3333333333333333,Lost,1,0.9932412417612129,High
13827,58,3,346.0,3.9318181818181817,3.4120764384366575,0.39,19.9,134,2011-07-19 15:38:00,2011-10-13 12:38:00,85,3,3,2,332,2.6666666666666665,Need Attention,0,0.0,
13828,22,1,168.45,14.0375,3.2664357138519162,8.5,17.700000000000003,95,2011-11-17 16:02:00,2011-11-17 16:02:00,0,4,1,1,411,2.0,New Customers,0,0.0,
13831,16,6,1279.28,19.68123076923077,25.42241761146131,1.25,91.8,368,2010-12-05 12:13:00,2011-11-23 15:41:00,353,4,5,4,454,4.333333333333333,Champions,0,0.0,
13832,19,1,52.199999999999996,17.4,2.3999999999999986,15.0,19.799999999999997,28,2011-11-20 15:36:00,2011-11-20 15:36:00,0,4,1,1,411,2.0,New Customers,0,0.0,
13833,159,1,358.35,13.272222222222224,6.749221227629687,0.95,30.0,115,2011-07-03 13:27:00,2011-07-03 13:27:00,0,2,1,2,212,1.6666666666666667,Lost,1,0.9955654100929233,High
13835,25,4,817.62,15.141111111111112,5.488514136028406,5.8,31.8,441,2011-05-08 15:22:00,2011-11-14 15:37:00,190,4,4,4,444,4.0,Champions,0,0.0,
13837,212,2,266.59000000000003,14.810555555555558,13.538157174194819,1.25,45.0,182,2011-01-26 12:15:00,2011-05-12 12:10:00,105,1,3,2,132,2.0,Hibernating,1,0.9996245066828547,High
13838,6,4,636.82,3.930987654320988,3.4177222101037836,0.42,19.9,251,2010-12-05 10:45:00,2011-12-04 11:00:00,364,5,4,3,543,4.0,Loyal Customers,0,0.0,
13842,59,9,2978.09,15.757089947089948,5.721774432530532,4.35,49.75,1649,2010-12-08 10:39:00,2011-10-12 10:51:00,308,3,5,5,355,4.333333333333333,Loyal Customers,0,0.0,
13844,11,1,361.62,18.081,6.022220171122414,10.2,35.400000000000006,196,2011-11-28 13:21:00,2011-11-28 13:21:00,0,5,1,2,512,2.6666666666666665,New Customers,0,0.0,
13845,65,1,312.98,34.775555555555556,27.188015333557868,9.959999999999999,102.0,182,2011-10-06 08:25:00,2011-10-06 08:25:00,0,3,1,2,312,2.0,Promising,0,0.0,
13846,25,3,848.41,15.711296296296295,5.103387349482102,7.800000000000001,30.599999999999998,387,2010-12-14 16:07:00,2011-11-15 12:07:00,335,4,3,4,434,3.6666666666666665,Potential Loyalists,0,0.0,
13849,52,2,1497.5,15.28061224489796,5.364154378707925,2.88,39.599999999999994,1013,2011-06-22 10:11:00,2011-10-19 10:59:00,119,3,3,4,334,3.3333333333333335,Need Attention,0,0.005,Low
